Class,Order,Family,Genus,Species,Common.Name,X.M.F.Both.,Length..cm.,Height,Diet,Feeding.Guild,Habitat,Water.Column,reference
Actinopterygii,Carangiformes,Carangidae,Caranx,tille,Tille trevally,Both,48.3,11.46,"Fishes, crustaceans","Invertivore, piscivore","Coral reefs, rocks",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=1928&what=species&TotRec=3
Actinopterygii,Carangiformes,Carangidae,Carangoides ,fulvoguttatus,Yellowspotted trevally,Both,54.3,15.4,"Invertebrates, fishes","Invertivore, piscivore","Coastal reefs, lagoons, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=1926&what=species&TotRec=9
Actinopterygii,Carangiformes,Carangidae,Carangoides ,gymnostethus,Bludger,Both,43.8,11.68,"Shrimp, small fishes","Invertivore, piscivore","Sheltered coasts, deeper offshore reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=1905&what=species&TotRec=6
 ,Carangiformes,Carangidae,Carangoides ,plagiotaenia,Barcheek trevally,Both,35,12.65,Unknown,"Invertivore, piscivore",Along edge of steep outer reef slopes,Benthic (?),https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=1910&what=species&TotRec=7
Actinopterygii,Carangiformes,Carangidae,Carangoides ,bajad,Orangespotted trevally,Both,23.4,7.15,Unknown,"Invertivore, piscivore","Coastal reefs, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=1923&what=species&TotRec=10
Actinopterygii,Carangiformes,Carangidae,Carangoides ,oblongus,Coachwhip trevally,Both,NA,NA,Unknown,"Invertivore, piscivore","Coastal reefs, lagoons",Benthic,
Actinopterygii,Carangiformes,Carangidae,Carangoides ,orthogrammus,Island trevally,Both,33,11.1,Small crustaceans,Invertivore,"Lagoons, outer reefs",Pelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=1909&what=species&TotRec=7
Actinopterygii,Carangiformes,Carangidae,Carangoides ,ferdau,Blue trevally,Both,24.9,8.46,"Molluscs, benthic crustaceans, small fishes","Invertivore, piscivore","Lagoons, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=1921&what=species&TotRec=10
Actinopterygii,Carangiformes,Carangidae,Carangoides ,chrysophrys,Longnose trevally,Both,28.5,9.93,Unknown,"Invertivore, piscivore",Coastal reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4441&what=species&TotRec=6
Actinopterygii,Carangiformes,Carangidae,Carangoides ,dinema,Shadow trevally,Both,33,11.56,Fishes,Piscivore,"Coastal waters, steep dropoffs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=1925&what=species&TotRec=3
Actinopterygii,Eupercaria,Scaridae,Calotomus,spinidens,Spinytooth parrotfish,M,14.3,4.39,"Seagrasses, epiphytes",Herbivore,"Seagrass beds, dense patches of seaweed",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=4357&what=species&TotRec=19
Actinopterygii,Eupercaria,Scaridae,Calotomus,spinidens,Spinytooth parrotfish,F,10.7,2.96,"Seagrasses, epiphytes",Herbivore,"Seagrass beds, dense patches of seaweed",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=4357&what=species&TotRec=19
Actinopterygii,Eupercaria,Scaridae,Calotomus,carolinus,Carolines parrotfish,M,39.1,13.37,"Algae, seagrasses",Herbivore,"Lagoons, seaward reefs",Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=7&ID=4355&what=species&TotRec=16
Actinopterygii,Eupercaria,Scaridae,Calotomus,carolinus,Carolines parrotfish ,F,25.9,9.42,"Algae, seagrasses",Herbivore,"Lagoons, seaward reefs",Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=4355&what=species&TotRec=16
Actinopterygii,Eupercaria,Scaridae,Calotomus,viridescens,Viridescent parrotfish,M,19,6.1,"Angiosperms, algae",Herbivore,"Coastal rocky, coral reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=4358&what=species&TotRec=6
Actinopterygii,Eupercaria,Scaridae,Calotomus,viridescens,Viridescent parrotfish,F,12,3.7,"Angiosperms, algae",Herbivore,"Coastal rocky, coral reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4358&what=species&TotRec=6
Actinopterygii,Eupercaria,Scaridae,Calotomus,zonarchus,Yellowbar parrot,M,23.9,7.4,Unknown,Herbivore,"Coral rock, rubble",Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4359&what=species&TotRec=5
Actinopterygii,Eupercaria,Scaridae,Calotomus,zonarchus,Yellowbar parrot,F,23.1,7.32,Unknown,Herbivore,"Coral rock, rubble",Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=4359&what=species&TotRec=5
Actinopterygii,Eupercaria,Scaridae,Calotomus,japonicus,Japanese parrotfish,Both,9.4,2.88,Unknown,Herbivore,Rocky coastal areas with seaweed,,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=4356&what=species&TotRec=6
Actinopterygii,Eupercaria,Caesionidae,Caesio,cuning,Redbelly yellowtail fusilier,Both,20.5,6.39,Zooplankton,Invertivore,"Upper edge steep slopes, coastal patch reefs, silty areas",Midwater,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=919&what=species&TotRec=7
Actinopterygii,Eupercaria,Caesionidae,Caesio,teres,Yellow and blueback fusilier,Both,18,4.92,Zooplankton,Invertivore,"Upper egge of steep slopes, coastal patch reefs, seaward reefs",Midwater,https://www.fishbase.se/photos/PicturesSummary.php?ID=923&what=species
Actinopterygii,Eupercaria,Caesionidae,Caesio,xanthonota,Yellowback fusilier,Both,17.5,4.43,Zooplankton,Invertivore,"Upper edge of steep slopes, coastal patch reefs, seaward reefs",Midwater,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=927&what=species&TotRec=4
Actinopterygii,Eupercaria,Caesionidae,Caesio,lunaris,Lunar fusilier,Both,32,8.16,Zooplankton,Invertivore,"Upper edge of steep slopes, coastal patch reefs, seaward reefs",Midwater,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=920&what=species&TotRec=6
Actinopterygii,Eupercaria,Caesionidae,Caesio,varilineata,Variable-lined fusilier,Both,22.3,5.4,Zooplankton,Invertivore,"Upper edge of steep slopes, coastal patch reefs, outer reefs",Midwater,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=924&what=species&TotRec=6
Actinopterygii,Eupercaria,Caesionidae,Caesio,caerulaurea,Blue and gold fusilier,Both,26.7,6.74,Zooplankton,Invertivore,"Upper edge of steep slopes, coastal patch reefs, seaward reefs",Midwater,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=918&what=species&TotRec=8
Actinopterygii,Eupercaria,Caesionidae,Caesio,suevica,Suez fusilier,Both,22.2,5.21,Zooplankton,Invertivore,"Coastal reefs, seaward reefs",Midwater,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=922&what=species&TotRec=6
Actinopterygii,Eupercaria,Caesionidae,Caesio,striata,Striated fusilier,Both,11.7,2.42,Zooplankton,Invertivore,"Coastal reefs, coral reefs",Midwater,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=921&what=species&TotRec=6
Actinopterygii,Eupercaria,Scaridae,Bulbometopon,muricatum,Green humphead parrotfish,M,62.2,21.49,Algae,Herbivore,"Lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=5&ID=5537&what=species&TotRec=11
Actinopterygii,Eupercaria,Scaridae,Bulbometopon,muricatum,Green humphead parrotfish,F,NA,NA,Algae,Herbivore,"Lagoons, seaward reefs",Benthic,
Actinopterygii,Eupercaria,Labridae,Bodianus,axillaris,Axilspot hogfish,Both,14.5,3.96,"Mollusks, crustaceans",Invertivore,"Clear water lagoons, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=6&ID=5498&what=species&TotRec=13
Actinopterygii,Eupercaria,Labridae,Bodianus,mesothorax,Splitlevel hogfish,Both,11.4,3.12,Unknown,Invertivore,"Outer reef slopes, passes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=7&ID=5501&what=species&TotRec=9
Actinopterygii,Eupercaria,Labridae,Bodianus,bilunulatus,Tarry hogfish,M,32,8.53,"Mollusks, crustaceans",Invertivore,"Lagoons, outer reef slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=6580&what=species&TotRec=12
Actinopterygii,Eupercaria,Labridae,Bodianus,bilunulatus,Tarry hogfish,F,33,10.26,"Mollusks, crustaceans",Invertivore,"Lagoons, outer reef slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=6580&what=species&TotRec=12
Actinopterygii,Eupercaria,Labridae,Bodianus,diana,Diana's hogfish,Both,NA,NA,Unknown,Invertivore,Outer reef slopes,Benthic,
Actinopterygii,Eupercaria,Labridae,Bodianus,anthioides,Lyretail hogfish,Both,21.3,6.05,Benthic invertebrates,Invertivore,Steep outer slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=5497&what=species&TotRec=7
Actinopterygii,Eupercaria,Labridae,Bodianus,bimaculatus,Twospot hogfish,Both,6.6,1.61,Unknown,Invertivore,Steep outer slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=5499&what=species&TotRec=5
Actinopterygii,Eupercaria,Labridae,Bodianus,perditio,Golden-spot hogfish,Both,25.4,7.45,"Mollusks, invertebrates",Invertivore,"Sand, rubble patches of seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=7734&what=species&TotRec=10
Actinopterygii,Eupercaria,Labridae,Bodianus,opercularis,Blackspot hogfish,Both,10.7,2.34,Unknown,Invertivore,"Rubble bottoms, steep outer reef slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=25754&what=species&TotRec=4
Actinopterygii,Eupercaria,Labridae,Bodianus,vulpinus,Western pigfish,Both,32.6,9.79,Unknown,Invertivore,Coral reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=13039&what=species
Actinopterygii,Eupercaria,Labridae,Bodianus,macrourus,Black-banded hogfish,Both,23.9,6.83,Unknown,Invertivore,Seaward reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=14334&what=species
Actinopterygii,Eupercaria,Labridae,Bodianus,neilli,Bay of Bengal hogfish,Both,16.4,4.47,Unknown,Invertivore,Coastal reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=25412&what=species&TotRec=5
Actinopterygii,Eupercaria,Labridae,Bodianus,loxozonus,Blackfin hogfish,Both,26,8.42,"Mollusks, crustaceans",Invertivore,"Lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=12744&what=species&TotRec=8
Actinopterygii,Eupercaria,Labridae,Bodianus,prognathus,Longnose hogfish,Both,24.55,5.69,Unknown,Invertivore,Outer reefs,Benthic,
Actinopterygii,Pecriformes,Serranidae,Belonoperca,chabanaudi,Arrowhead soapfish,Both,14,3.09,"Fishes, crustaceans","Invertivore, piscivore",Caves and crevices in steep outer reef slopes,Midwater,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=12622&what=species&TotRec=6
Actinopterygii,Perciformes ,Balistidae,Balistapus,undulatus,Orange-lined triggerfish,,,,,Invertivore,,Benthopelagic,
Actinopterygii,Perciformes ,Pomacentridae,Azurina,cyanea,Blue chromis,,,,,Invertivore,,Benthopelagic,
Actinopterygii,Atheriniformes,Atherinidae,Atherinomorus,lacunosus,Wide-banded hardyhead silverside,Both,7.9,1.32,Planktonic crustaceans,Invertivore,"Mangroves, coastal reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=1303&what=species&TotRec=12
Actinopterygii,Atheriniformes,Atherinidae,Atherinomorus,endrachtensis,Eendracht Land silverside,Both,8.3,1.62,NA,NA,"Mangroves, coastal reefs",Pelagic (?),https://www.fishbase.se/photos/PicturesSummary.php?ID=5228&what=species
Actinopterygii,Perciformes,Lutjanidae,Aprion,virescens,Green jobfish,Both,43.1,8.86,"Fishes, shrimps, crabs, cephalopods, planktonic organisms","Invertivore, piscivore","Lagoons, reef passes, outer slopes",Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=84&what=species&TotRec=11
Actinopterygii,Perciformes,Lutjanidae,Aphareus,furca,Small toothed jobfish,Both,32,7.34,"Fishes, crustaceans","Invertivore, piscivore","Lagoons, seaward reefs","Pelagic, benthopelagic",https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=81&what=species&TotRec=7
Actinopterygii,Pecriformes,Serranidae,Anyperodon,leucogrammicus,Slender grouper,Both,25,6.3,Fishes,Piscivore,"Sheltered coastal reefs, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=4922&what=species&TotRec=9
Actinopterygii,Eupercaria,Labridae,Anampses,melanurus,White-spotted wrasse,M,NA,NA,"Crustaceans, mollusks, polycheates",Invertivore,"Outer reefs, lagoons",Benthic,
Actinopterygii,Eupercaria,Labridae,Anampses,melanurus,White-spotted wrasse,F,9.4,2.39,"Crustaceans, mollusks, polycheates",Invertivore,"Outer reefs, lagoons",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=5622&what=species&TotRec=5
Actinopterygii,Eupercaria,Labridae,Anampses,lineatus,Lined wrasse,M,10.2,2.58,Unknown,Invertivore,"Outer reefs, lagoons",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=7800&what=species&TotRec=6
Actinopterygii,Eupercaria,Labridae,Anampses,lineatus,Lined wrasse,F,9.9,2.55,Unknown,Invertivore,"Outer reefs, lagoons",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=7800&what=species&TotRec=6
Actinopterygii,Eupercaria,Labridae,Anampses,meleagrides,Spotted wrasse,M,13.3,3.25,Unknown,Invertivore,"Coral, rubble and sand of seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4889&what=species&TotRec=5
Actinopterygii,Eupercaria,Labridae,Anampses,meleagrides,Spotted wrasse,F,11.3,2.7,Unknown,Invertivore,"Coral, rubble and sand of seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=4889&what=species&TotRec=5
Actinopterygii,Eupercaria,Labridae,Anampses,femininus,Blue-striped orange tamarin,M,21.3,5.66,Benthic invertebrates,Invertivore,"Coral reefs, rocky reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=4892&what=species&TotRec=5
Actinopterygii,Eupercaria,Labridae,Anampses,femininus,Blue-striped orange tamarin,F,13,3.34,Benthic invertebrates,Invertivore,"Coral reefs, rocky reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4892&what=species&TotRec=5
Actinopterygii,Eupercaria,Labridae,Anampses,caeruleopunctatus,Bluespotted wrasse,M,41.1,13.56,"Mollusks, crustaceans",Invertivore,"Coral reefs, rocky reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=4888&what=species&TotRec=13
Actinopterygii,Eupercaria,Labridae,Anampses,caeruleopunctatus,Bluespotted wrasse,F,26.7,8.9,"Mollusks, crustaceans",Invertivore,"Coral reefs, rocky reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=4888&what=species&TotRec=13
Actinopterygii,Eupercaria,Labridae,Anampses,twistii,Yellowbreasted wrasse,M,NA,NA,Unknown,Invertivore,"Lagoons, outer reefs",Benthic,
Actinopterygii,Eupercaria,Labridae,Anampses,twistii,Yellowbreasted wrasse,F,10.7,2.68,Unknown,Invertivore,"Lagoons, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4893&what=species&TotRec=7
Actinopterygii,Eupercaria,Labridae,Anampses,lennardi,Blue-and-yellow wrasse,M,26.7,8.1,Small invertebrates,Invertivore,Coastal reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=4917&what=species&TotRec=2
Actinopterygii,Eupercaria,Labridae,Anampses,lennardi,Blue-and-yellow wrasse,F,20.3,5.87,Small invertebrates,Invertivore,Coastal reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=4917&what=species
Actinopterygii,Eupercaria,Labridae,Anampses,elegans,Elegant wrasse,M,24.6,7.26,Invertebrates,Invertivore,"Coral reefs, rocky reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=4918&what=species&TotRec=5
Actinopterygii,Eupercaria,Labridae,Anampses,elegans,Elegant wrasse,F,21.6,6.15,Invertebrates,Invertivore,"Coral reefs, rocky reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4918&what=species&TotRec=5
Actinopterygii,Eupercaria,Labridae,Anampses,neoguinaicus,New Guinea wrasse,M,15,3.84,Invertebrates,Invertivore,Seaward slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=4890&what=species&TotRec=4
Actinopterygii,Eupercaria,Labridae,Anampses,neoguinaicus,New Guinea wrasse,F,NA,NA,Invertebrates,Invertivore,Seaward slopes,Benthic,
Actinopterygii,Eupercaria,Labridae,Anampses,geographicus,Geographic wrasse,M,23.9,6.87,Benthic invertebrates,Invertivore,"Reef tops, slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=4891&what=species&TotRec=11
Actinopterygii,Eupercaria,Labridae,Anampses,geographicus,Geographic wrasse,F,16.8,4.98,Benthic invertebrates,Invertivore,"Reef tops, slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=4891&what=species&TotRec=11
Actinopterygii,Eupercaria,Labridae,Anampses,cuvier,Pearl wrasse,M,28.4,9.95,"Crustaceans, gastropods, tunicates",Invertivore,Seaward reefs,Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=4916&what=species&TotRec=6
Actinopterygii,Eupercaria,Labridae,Anampses,cuvier,Pearl wrasse,F,19.6,6.02,"Crustaceans, gastropods, tunicates",Invertivore,Seaward reefs,Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4916&what=species&TotRec=6
Actinopterygii,Eupercaria,Labridae,Anampses,chrysocephalus,Red tail wrasse,M,16,3.8,Unknown,Invertivore,Seaward reefs,Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=4919&what=species&TotRec=4
Actinopterygii,Eupercaria,Labridae,Anampses,chrysocephalus,Red tail wrasse,F,7.4,1.8,Unknown,Invertivore,Seaward reefs,Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4919&what=species&TotRec=4
Actinopterygii,Perciformes,Pomacentridae,Amphiprion,percula,Clown Anemonefish,Both,5.8,2.025,Unknown,"Herbivore, Invertivore",Lagoons and seaward reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=9209&what=species&TotRec=5
Actinopterygii,Perciformes,Pomacentridae,Amphiprion,ocellaris,False-Clown Anemonefish,Both,8.2,2.944,"Invertebrates, Algae","Herbivore, Invertivore",Lagoons,Demersal,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=6&ID=6509&what=species&TotRec=12
Actinopterygii,Perciformes,Pomacentridae,Amphiprion,ephippium,Red-saddleback Anemonefish,Both,10.4,4.634,"Algae, invertebrates","Herbivore, Invertivore",Silty coastal waters and bays,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=11840&what=species&TotRec=3
Actinopterygii,Perciformes,Pomacentridae,Amphiprion,melanopus,Fire Anemonefish,Both,12.2,5.359,"Algae, copepods and other invertebrates","Herbivore, Invertivore",Lagoons and outer reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=5&ID=4654&what=species&TotRec=11
Actinopterygii,Perciformes,Pomacentridae,Amphiprion,rubrocinctus,Northwest Australian Anemonefish,Both,9.4,4.21,"Algae, invertebrates","Herbivore, Invertivore",Coastal and lagoon reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=9212&what=species
Actinopterygii,Perciformes,Pomacentridae,Amphiprion,akallopsis,Skunk anemonefish,Both,10,3.92,"Invertebrates, algae","Herbivore, Invertivore",In-shore reefs,Benthic,https://www.fishbase.se/photos/ThumbnailsSummary.php?Genus=Amphiprion&Species=akallopisos
Actinopterygii,Perciformes,Pomacentridae,Amphiprion,sandaracinos,Orange Anemonefish,Both,7.6,2.546,"Invertebrates, algae","Herbivore, Invertivore","Outer reefs, lagoons",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=7&ID=6523&what=species&TotRec=10
Actinopterygii,Perciformes,Pomacentridae,Amphiprion,perideraion,Pink Anemonefish,Both,5.3,2.065,"Algae, crustaceans and invertebrates","Herbivore, Invertivore",Lagoons and seaward reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=7&ID=2024&what=species&TotRec=13
