individual,time,behaviour
20241213_grouper_3_144,193042.85,Vigilance
20241213_negative-control_0_145,245612.03333333335,Feeding
20241213_negative-control_0_145,247213.63333333336,Bite
20241213_negative-control_0_145,246279.36666666667,Bite
20241213_negative-control_0_145,249349.10000000003,Bite
20241213_negative-control_0_145,250550.30000000002,Bite
20241213_negative-control_0_145,252285.36666666667,Bite
20241213_negative-control_0_145,253686.76666666666,Bite
20241213_negative-control_0_146,265898.9666666667,Moving
20241213_negative-control_0_147,267567.3,Moving
20241213_negative-control_1_148,41374.66666666667,Feeding
20241213_negative-control_1_148,45245.200000000004,Bite
20241213_negative-control_1_148,46346.3,Bite
20241213_negative-control_1_148,49849.8,Bite
20241213_negative-control_1_148,51885.16666666667,Bite
20241213_negative-control_1_148,54354.3,Bite
20241213_negative-control_1_148,55055.0,Bite
20241213_negative-control_1_148,56906.850000000006,Bite
20241213_negative-control_1_148,60460.4,Bite
20241213_negative-control_1_148,61344.61666666667,Bite
20241213_negative-control_1_148,63880.48333333334,Bite
20241213_negative-control_1_148,64931.53333333333,Bite
20241213_negative-control_1_148,65715.65,Bite
20241213_negative-control_1_148,67534.13333333333,Bite
20241213_negative-control_2_149,287170.21666666673,Vigilance
20241213_negative-control_3_150,352552.2,Feeding
20241213_negative-control_3_150,358291.26666666666,Bite
20241213_negative-control_3_150,358958.6,Bite
20241213_negative-control_3_150,363346.31666666665,Bite
20241213_negative-control_3_150,371654.6166666667,Bite
20241213_negative-control_3_150,375725.35,Bite
20241213_negative-control_3_150,377560.51666666666,Bite
20241213_negative-control_3_150,384500.7833333333,Bite
20241213_negative-control_3_150,385835.45,Bite
20241213_negative-control_3_150,387003.2833333333,Bite
20241213_negative-control_3_150,390807.0833333334,Bite
20241213_negative-control_3_151,374540.8333333334,Vigilance
20241213_negative-control_3_151,381447.73333333334,Escape from aggression
20241213_negative-control_3_151,379495.7833333333,Escape from aggression
20241213_negative-control_3_151,384467.4166666667,Escape from aggression
20241213_negative-control_3_151,392208.48333333334,Bite
20241213_negative-control_3_151,392241.85,Predator avoidance
20241213_negative-control_3_152,377210.1666666667,Vigilance
20241213_negative-control_3_153,378177.8,Vigilance
20241213_negative-control_3_153,380213.1666666667,Conspecific aggression
20241213_negative-control_3_153,382849.1333333333,Conspecific aggression
20241213_negative-control_3_153,425875.45,Feeding
20241213_negative-control_3_153,427643.88333333336,Bite
20241213_negative-control_3_153,428010.9166666667,Bite
20241213_negative-control_3_153,430012.9166666667,Vigilance
20241213_negative-control_4_154,142075.26666666666,Feeding
20241213_negative-control_4_154,142075.26666666666,Bite
20241213_negative-control_4_154,144828.0166666667,Bite
20241213_negative-control_4_154,146379.56666666668,Bite
20241213_negative-control_4_154,149232.41666666666,Bite
20241213_negative-control_4_154,142992.85,Bite
20241213_negative-control_4_155,143576.7666666667,Feeding
20241213_negative-control_4_155,143576.7666666667,Bite
20241213_negative-control_4_155,145728.91666666666,Bite
20241213_negative-control_4_155,146579.76666666666,Bite
20241213_negative-control_4_155,147130.31666666668,Bite
20241213_negative-control_4_155,148731.9166666667,Bite
20241213_negative-control_4_155,149382.56666666665,Bite
20241213_negative-control_4_155,163830.3333333333,Bite
20241213_negative-control_4_155,169219.05000000002,Bite
20241213_negative-control_4_155,169769.6,Bite
20241213_negative-control_4_155,170870.7,Bite
20241213_negative-control_4_155,172288.78333333333,Bite
20241213_negative-control_4_155,175491.98333333334,Bite
20241213_negative-control_4_155,176492.98333333334,Bite
20241213_negative-control_4_156,179646.13333333336,Feeding
20241213_negative-control_4_156,185902.38333333336,Bite
20241213_negative-control_4_156,186386.2,Bite
20241213_negative-control_4_156,188638.45,Bite
20241213_negative-control_4_156,193593.4,Bite
20241213_negative-control_4_156,194844.65,Bite
20241213_negative-control_4_156,195745.55000000002,Bite
20241213_negative-control_4_156,197997.80000000002,Bite
20241213_negative-control_4_156,200450.25,Bite
20241213_negative-control_4_156,201551.35,Bite
20241213_negative-control_4_156,206706.5,Bite
20241213_negative-control_4_156,207407.2,Bite
20241213_negative-control_4_156,208608.40000000002,Bite
20241213_negative-control_4_156,209759.55000000002,Bite
20241213_negative-control_4_156,210710.5,Bite
20241213_negative-control_4_156,210760.55000000002,Bite
20241213_negative-control_4_156,211611.4,Bite
20241213_negative-control_4_157,184300.78333333333,Feeding
20241213_negative-control_4_157,185752.23333333334,Bite
20241213_negative-control_4_157,186452.93333333332,Bite
20241213_negative-control_4_157,189255.73333333337,Bite
20241213_negative-control_4_157,189806.28333333333,Bite
20241213_positive-control_0_158,197430.56666666665,Vigilance
20241213_positive-control_0_158,200500.30000000002,Feeding
20241213_positive-control_0_158,201351.15000000002,Bite
20241213_positive-control_0_158,206923.38333333333,Vigilance
20241213_positive-control_0_158,233733.50000000003,Bite
20241213_positive-control_0_159,202552.35,Moving
20241213_positive-control_0_160,206356.15000000002,Moving
20241213_positive-control_3_161,255622.03333333335,Vigilance
20241213_positive-control_3_161,258675.08333333337,Feeding
20241213_positive-control_3_161,258675.08333333337,Bite
20241213_positive-control_3_161,262412.15,Feeding
20241213_positive-control_3_161,262412.15,Bite
20241213_positive-control_3_161,267567.3,Vigilance
20241213_positive-control_3_162,265014.75,Moving
20241213_positive-control_3_163,282198.5833333334,Moving
20241213_positive-control_3_163,299983.01666666666,Feeding
20241213_positive-control_3_163,303152.85,Bite
20241213_positive-control_3_163,304220.5833333334,Bite
20241213_positive-control_3_163,308791.8166666667,Bite
20241213_positive-control_3_163,309625.98333333334,Bite
20241213_positive-control_3_163,310393.4166666667,Bite
20241213_positive-control_3_163,312295.31666666665,Bite
20241213_positive-control_3_163,314280.63333333336,Bite
20241213_positive-control_3_163,314981.3333333333,Bite
20241213_positive-control_3_163,316132.4833333334,Bite
20241213_positive-control_3_163,316916.60000000003,Bite
20241213_positive-control_3_163,317767.45,Bite
20241213_positive-control_4_164,6940.266666666667,Feeding
20241213_positive-control_4_164,8341.666666666666,Bite
20241213_positive-control_4_164,9809.800000000001,Bite
20241213_positive-control_4_164,20787.433333333334,Bite
20241213_positive-control_4_164,23690.333333333336,Bite
20241213_positive-control_4_165,10844.166666666668,Feeding
20241213_positive-control_4_165,12746.066666666668,Bite
20241213_positive-control_4_165,13380.033333333333,Bite
20241213_positive-control_4_165,14447.766666666668,Bite
20241213_positive-control_4_165,15648.966666666669,Bite
20241213_positive-control_4_166,50216.833333333336,Feeding
20241213_positive-control_4_166,50216.833333333336,Bite
20241213_positive-control_4_166,55055.0,Bite
20241213_positive-control_4_166,57557.50000000001,Bite
20241213_positive-control_4_167,51851.8,Moving
20241228_barracuda_0_168,389455.73333333334,Feeding
20241228_barracuda_0_168,393943.55,Bite
20241228_barracuda_0_168,396979.9166666667,Bite
20241228_barracuda_0_168,390573.5166666667,Bite
20241228_barracuda_0_168,401684.6166666667,Bite
20241228_barracuda_0_168,402335.2666666667,Bite
20241228_barracuda_0_168,402935.8666666667,Bite
20241228_barracuda_0_168,403953.55,Bite
20241228_barracuda_0_168,405071.3333333334,Bite
20241228_barracuda_0_168,406022.2833333333,Bite
20241228_barracuda_0_168,406839.76666666666,Bite
20241228_barracuda_0_168,408624.88333333336,Bite
20241228_barracuda_0_168,409575.8333333334,Bite
20241228_barracuda_0_169,394577.51666666666,Feeding
20241228_barracuda_0_169,397296.89999999997,Bite
20241228_barracuda_0_169,401184.1166666667,Bite
20241228_barracuda_0_169,402635.5666666667,Bite
20241228_barracuda_0_169,406789.7166666667,Bite
20241228_barracuda_0_169,410993.9166666667,Bite
20241228_barracuda_0_169,410543.4666666667,Bite
20241228_barracuda_0_169,413212.8,Bite
20241228_barracuda_2_170,14297.616666666669,Vigilance
20241228_barracuda_2_171,17484.13333333333,Vigilance
20241228_barracuda_2_172,76643.23333333334,Vigilance
20241228_barracuda_3_173,153903.75,Moving
20241228_barracuda_3_174,160310.15000000002,Vigilance
20241228_barracuda_3_175,164814.65,Vigilance
20241228_grouper_1_176,13413.400000000001,Feeding
20241228_grouper_1_176,13413.400000000001,Bite
20241228_grouper_1_176,13413.400000000001,Bite
20241228_grouper_1_177,75341.93333333333,Moving
20241228_grouper_2_178,122105.31666666667,Feeding
20241228_grouper_2_178,126643.18333333333,Bite
20241228_grouper_2_178,128711.91666666667,Bite
20241228_grouper_2_178,132182.05000000002,Bite
20241228_grouper_2_178,134717.91666666666,Bite
20241228_grouper_3_179,227860.96666666667,Vigilance
20241228_grouper_3_180,235001.43333333335,Bite
20241228_grouper_3_180,236603.03333333335,Moving
20241228_grouper_3_181,260043.11666666667,Moving
20241228_grouper_3_182,265848.9166666667,Predator avoidance
20241228_grouper_3_182,266799.8666666667,Moving
20241228_grouper_4_183,42258.88333333334,Moving
20241228_grouper_4_184,44210.833333333336,Moving
20241228_grouper_4_185,111444.66666666667,Moving
20241228_grouper_5_186,288554.93333333335,Moving
20241228_grouper_5_187,322805.81666666665,Moving
20241228_grouper_5_187,322805.81666666665,Vigilance
20241228_negative-control_0_188,150183.36666666667,Moving
20241228_negative-control_0_189,199165.63333333336,Moving
20241228_negative-control_0_190,202669.13333333336,Moving
20241228_negative-control_1_191,342959.2833333334,Feeding
20241228_negative-control_1_191,350299.95,Bite
20241228_negative-control_1_192,367233.5333333334,Feeding
20241228_negative-control_1_192,378928.55000000005,Bite
20241228_negative-control_1_192,379762.7166666667,Bite
20241228_negative-control_1_192,381347.63333333336,Bite
20241228_negative-control_1_192,388237.85000000003,Bite
20241228_negative-control_1_192,389172.1166666667,Bite
20241228_negative-control_1_192,394377.31666666665,Bite
20241228_negative-control_2_193,248314.73333333334,Feeding
20241228_negative-control_2_193,254754.5,Bite
20241228_negative-control_2_193,266499.5666666667,Bite
20241228_negative-control_2_194,309942.9666666667,Feeding
20241228_negative-control_2_194,313780.13333333336,Bite
20241228_negative-control_2_194,312328.68333333335,Bite
20241228_negative-control_2_194,316683.0333333334,Bite
20241228_negative-control_2_194,319235.5833333334,Bite
20241228_negative-control_4_195,227577.35000000003,Feeding
20241228_negative-control_4_195,229579.35,Bite
20241228_negative-control_4_195,230280.05000000002,Bite
20241228_negative-control_4_195,230980.75,Bite
20241228_negative-control_4_195,231514.61666666667,Bite
20241228_negative-control_4_195,232148.58333333334,Bite
20241228_negative-control_4_195,233349.78333333333,Bite
20241228_negative-control_4_195,227944.38333333336,Bite
20241228_negative-control_4_195,236819.91666666666,Bite
20241228_negative-control_4_195,237453.88333333336,Bite
20241228_negative-control_4_195,238621.71666666667,Bite
20241228_negative-control_4_195,239756.18333333335,Bite
20241228_negative-control_4_195,241057.48333333334,Bite
20241228_negative-control_4_195,242041.80000000002,Bite
20241228_negative-control_4_195,244193.95,Bite
20241228_negative-control_4_195,245979.06666666668,Bite
20241228_negative-control_4_196,248398.15000000002,Feeding
20241228_negative-control_4_196,250166.58333333334,Bite
20241228_negative-control_4_196,255138.21666666667,Bite
20241228_negative-control_4_196,256205.95000000004,Bite
20241228_negative-control_4_196,258574.98333333337,Bite
20241228_negative-control_4_196,259976.38333333333,Bite
20241228_negative-control_4_196,261744.81666666668,Bite
20241228_negative-control_4_196,263846.9166666667,Bite
20241228_negative-control_4_196,292492.2,Bite
20241228_negative-control_4_196,294510.88333333336,Bite
20241228_negative-control_4_196,296479.51666666666,Bite
20241228_negative-control_4_197,283466.51666666666,Feeding
20241228_negative-control_4_197,285535.25,Bite
20241228_negative-control_4_197,286569.61666666664,Bite
20241228_negative-control_4_197,287270.3166666667,Bite
20241228_negative-control_4_197,283967.01666666666,Bite
20241228_negative-control_4_197,288304.68333333335,Bite
20241228_negative-control_4_197,289305.68333333335,Bite
20241228_negative-control_4_197,290573.6166666667,Bite
20241228_negative-control_4_197,292108.4833333334,Bite
20241228_negative-control_4_197,293943.64999999997,Bite
20241228_negative-control_4_197,298281.31666666665,Bite
20241228_negative-control_4_197,299215.5833333334,Bite
20241228_negative-control_4_197,300850.55,Bite
20241228_negative-control_4_197,303586.61666666664,Bite
20241228_negative-control_4_197,304988.01666666666,Bite
20241228_positive-control_0_198,257507.25,Feeding
20241228_positive-control_0_198,257924.3333333333,Bite
20241228_positive-control_0_198,258458.20000000004,Bite
20241228_positive-control_0_198,259642.71666666667,Bite
20241228_positive-control_0_198,261477.88333333336,Bite
20241228_positive-control_0_198,262629.0333333333,Bite
20241228_positive-control_0_198,265064.8,Bite
20241228_positive-control_0_198,266466.2,Bite
20241228_positive-control_0_198,268284.68333333335,Moving
20241228_positive-control_0_199,260009.75,Moving
20241228_positive-control_0_200,275725.45,Moving
20241228_positive-control_1_201,4471.133333333333,Vigilance
20241228_positive-control_1_201,30213.516666666666,Feeding
20241228_positive-control_1_201,31514.81666666667,Bite
20241228_positive-control_1_201,32015.31666666667,Bite
20241228_positive-control_1_201,35969.26666666667,Vigilance
20241228_positive-control_1_201,80947.53333333334,Feeding
20241228_positive-control_1_201,82248.83333333334,Bite
20241228_positive-control_1_201,82932.85,Bite
20241228_positive-control_1_201,83433.35,Bite
20241228_positive-control_1_201,88988.9,Vigilance
20241228_positive-control_1_202,56072.683333333334,Moving
20241228_positive-control_2_203,329262.26666666666,Feeding
20241228_positive-control_2_203,331831.5,Bite
20241228_positive-control_2_203,333533.2,Bite
20241228_positive-control_2_203,331230.9,Bite
20241228_positive-control_2_203,335868.8666666667,Bite
20241228_positive-control_2_203,341808.1333333333,Bite
20241228_positive-control_3_204,429745.98333333334,Feeding
20241228_positive-control_3_204,434417.3166666667,Bite
20241228_positive-control_3_204,430746.98333333334,Bite
20241228_positive-control_3_204,439522.4166666667,Bite
20241228_positive-control_3_204,443726.6166666667,Bite
20241228_positive-control_3_204,444594.15,Bite
20241228_positive-control_3_204,445895.45,Bite
20241228_positive-control_3_204,448131.0166666667,Bite
20241228_positive-control_3_205,483683.2,Vigilance
20241228_positive-control_4_206,3420.0833333333335,Vigilance
20241230_barracuda_1_207,74991.58333333334,Predator avoidance
20241230_barracuda_1_208,145478.66666666666,Vigilance
20241230_barracuda_2_209,181130.95,Vigilance
20241230_barracuda_2_210,199916.38333333336,Vigilance
20241230_barracuda_3_211,19135.783333333333,Vigilance
20241230_barracuda_3_212,57207.15000000001,Moving
20241230_barracuda_3_213,95278.51666666668,Moving
20241230_barracuda_3_214,98715.28333333333,Moving
20241230_barracuda_3_215,101017.58333333333,Moving
20241230_barracuda_3_216,113396.61666666667,Feeding
20241230_barracuda_3_216,113396.61666666667,Bite
20241230_barracuda_3_216,113396.61666666667,Bite
20241230_barracuda_4_217,124891.43333333333,Vigilance
20241230_barracuda_4_218,180597.08333333334,Moving
20241230_barracuda_4_219,182916.06666666665,Moving
20241230_barracuda_4_220,184601.08333333334,Moving
20241230_grouper_0_221,27894.533333333336,Vigilance
20241230_grouper_0_222,52552.5,Feeding
20241230_grouper_0_222,52552.5,Bite
20241230_grouper_0_222,52552.5,Bite
20241230_grouper_0_222,55755.700000000004,Bite
20241230_grouper_2_223,300183.2166666667,Vigilance
20241230_grouper_2_224,313112.8,Vigilance
20241230_grouper_2_224,318017.7,Feeding
20241230_grouper_2_224,319852.8666666667,Bite
20241230_grouper_2_224,320653.6666666667,Bite
20241230_grouper_2_224,321454.4666666667,Bite
20241230_grouper_2_224,314297.3166666667,Bite
20241230_grouper_2_224,319135.48333333334,Bite
20241230_grouper_2_224,324207.2166666667,Vigilance
20241230_grouper_2_224,327960.96666666673,Feeding
20241230_grouper_2_224,328578.25,Bite
20241230_grouper_2_224,330079.75,Bite
20241230_grouper_2_224,331998.3333333333,Bite
20241230_grouper_2_224,364814.45,Vigilance
20241230_grouper_2_224,386018.9666666667,Feeding
20241230_grouper_2_224,387203.48333333334,Bite
20241230_grouper_2_224,387703.98333333334,Bite
20241230_grouper_2_224,389405.68333333335,Bite
20241230_grouper_2_224,392775.71666666673,Vigilance
20241230_grouper_2_225,325541.88333333336,Feeding
20241230_grouper_2_225,329012.01666666666,Bite
20241230_grouper_2_225,346379.3666666667,Vigilance
20241230_grouper_2_226,334951.2833333333,Predator avoidance
20241230_grouper_3_227,122105.31666666667,Moving
20241230_grouper_3_227,125542.08333333334,Vigilance
20241230_grouper_3_227,133266.46666666667,Bite
20241230_grouper_3_227,136102.63333333333,Moving
20241230_grouper_3_228,139989.85,Moving
20241230_grouper_3_229,193610.08333333334,Moving
20241230_grouper_3_230,208758.55000000002,Moving
20241230_grouper_7_231,317800.81666666665,Feeding
20241230_grouper_7_231,320937.2833333334,Bite
20241230_grouper_7_231,322638.98333333334,Bite
20241230_grouper_7_232,388154.43333333335,Feeding
20241230_grouper_7_232,390957.23333333334,Bite
20241230_grouper_7_232,391657.93333333335,Bite
20241230_grouper_7_232,392125.06666666665,Bite
20241230_grouper_7_232,399432.36666666664,Bite
20241230_grouper_7_232,405154.75000000006,Bite
20241230_grouper_7_232,406222.48333333334,Bite
20241230_negative-control_0_233,141624.81666666668,Moving
20241230_negative-control_1_234,240089.85,Moving
20241230_negative-control_1_235,246596.35,Moving
20241230_negative-control_1_236,288771.81666666665,Moving
20241230_negative-control_1_237,295128.1666666667,Feeding
20241230_negative-control_1_237,298898.6,Bite
20241230_negative-control_1_237,299732.76666666666,Bite
20241230_negative-control_1_237,300667.0333333333,Bite
20241230_negative-control_1_237,299932.9666666667,Bite
20241230_negative-control_1_237,300700.4,Bite
20241230_negative-control_2_238,424607.5166666667,Vigilance
20241230_negative-control_2_239,438654.88333333336,Vigilance
20241230_negative-control_2_240,469118.65,Escape from aggression
20241230_negative-control_5_241,106656.55,Moving
20241230_negative-control_5_241,116866.75000000001,Vigilance
20241230_negative-control_5_241,130013.21666666666,Moving
20241230_negative-control_5_241,146563.08333333334,Vigilance
20241230_negative-control_6_242,66499.76666666668,Feeding
20241230_negative-control_6_242,71004.26666666666,Bite
20241230_negative-control_6_242,71738.33333333333,Bite
20241230_negative-control_6_242,76609.86666666667,Bite
20241230_negative-control_6_243,70470.4,Vigilance
20241230_negative-control_6_244,86419.66666666667,Moving
20241230_positive-control_0_245,488437.95,Feeding
20241230_positive-control_0_245,489672.5166666667,Bite
20241230_positive-control_0_245,490740.25,Bite
20241230_positive-control_0_245,493442.95,Bite
20241230_positive-control_0_245,496078.9166666667,Bite
20241230_positive-control_0_246,489522.3666666667,Feeding
20241230_positive-control_0_246,490923.76666666666,Bite
20241230_positive-control_0_246,491557.7333333334,Bite
20241230_positive-control_0_246,494894.4,Bite
20241230_positive-control_2_247,290256.63333333336,Vigilance
20241230_positive-control_2_247,294360.7333333334,Moving
20241230_positive-control_2_247,311127.4833333334,Vigilance
20241230_positive-control_2_248,294277.3166666667,Moving
20241230_positive-control_3_249,404287.2166666667,Vigilance
20241230_positive-control_3_250,409375.6333333333,Vigilance
20241230_positive-control_4_251,40840.8,Moving
20241230_positive-control_4_252,44994.950000000004,Moving
20250103_barracuda_0_253,432849.0833333333,Vigilance
20250103_barracuda_0_254,442425.31666666665,Feeding
20250103_barracuda_0_254,442425.31666666665,Bite
20250103_barracuda_0_255,453236.1166666667,Moving
20250103_barracuda_0_256,452401.95,Moving
20250103_barracuda_2_257,83.41666666666667,Feeding
20250103_barracuda_2_257,5121.783333333334,Bite
20250103_barracuda_2_257,6890.216666666667,Bite
20250103_barracuda_2_257,9392.716666666667,Bite
20250103_barracuda_2_257,11294.616666666669,Bite
20250103_barracuda_2_257,11828.483333333335,Bite
20250103_barracuda_2_257,13747.066666666668,Bite
20250103_barracuda_2_258,4087.416666666667,Feeding
20250103_barracuda_2_258,14664.65,Bite
20250103_barracuda_2_258,15965.95,Bite
20250103_barracuda_2_258,16533.183333333334,Bite
20250103_barracuda_2_258,17600.916666666668,Bite
20250103_barracuda_2_258,20186.833333333336,Bite
20250103_barracuda_2_258,23406.716666666667,Bite
20250103_barracuda_2_259,16983.633333333335,Moving
20250103_barracuda_2_259,27043.683333333334,Vigilance
20250103_barracuda_2_259,34851.48333333334,Moving
20250103_barracuda_3_260,309409.10000000003,Vigilance
20250103_barracuda_3_260,328578.25,Feeding
20250103_barracuda_3_260,330146.48333333334,Bite
20250103_barracuda_3_260,330646.9833333334,Bite
20250103_barracuda_3_260,331447.7833333333,Bite
20250103_barracuda_3_260,333783.45,Bite
20250103_barracuda_3_260,336152.48333333334,Bite
20250103_barracuda_3_260,338604.93333333335,Bite
20250103_barracuda_3_260,344794.45,Bite
20250103_barracuda_3_260,352802.45,Vigilance
20250103_barracuda_3_260,370486.7833333333,Feeding
20250103_barracuda_3_260,371154.1166666667,Bite
20250103_barracuda_3_260,371754.7166666667,Bite
20250103_barracuda_4_261,97180.41666666667,Feeding
20250103_barracuda_4_261,99716.28333333334,Bite
20250103_barracuda_4_261,100383.61666666667,Bite
20250103_barracuda_4_262,102018.58333333334,Moving
20250103_grouper_3_263,119886.43333333335,Vigilance
20250103_grouper_3_264,135518.71666666667,Vigilance
20250103_grouper_4_265,175458.61666666667,Moving
20250103_grouper_4_266,190840.65000000002,Moving
20250103_grouper_4_266,203086.21666666667,Feeding
20250103_grouper_4_266,206589.71666666667,Bite
20250103_grouper_4_266,207323.78333333335,Bite
20250103_grouper_4_266,207840.96666666667,Bite
20250103_grouper_4_266,208258.05,Bite
20250103_grouper_4_266,237904.33333333334,Feeding
20250103_grouper_4_266,240006.43333333335,Bite
20250103_grouper_4_266,240857.28333333335,Bite
20250103_grouper_4_266,241658.08333333334,Bite
20250103_grouper_4_266,242558.98333333334,Bite
20250103_grouper_4_266,245094.85,Bite
20250103_grouper_4_266,246913.33333333334,Bite
20250103_grouper_4_266,250133.21666666667,Bite
20250103_grouper_4_266,251200.95,Bite
20250103_grouper_4_266,253002.75000000003,Bite
20250103_grouper_5_267,448698.25000000006,Predator avoidance
20250103_grouper_5_267,450583.46666666673,Moving
20250103_grouper_5_268,462929.13333333336,Feeding
20250103_grouper_5_268,462929.13333333336,Bite
20250103_grouper_5_268,462929.13333333336,Bite
20250103_grouper_5_268,464797.6666666667,Bite
20250103_grouper_5_268,466332.5333333333,Bite
20250103_grouper_5_268,468034.23333333334,Bite
20250103_grouper_5_268,469535.7333333334,Bite
20250103_grouper_5_268,462945.8166666667,Bite
20250103_grouper_5_268,463913.45,Bite
20250103_grouper_5_268,465681.88333333336,Bite
20250103_grouper_5_268,474757.6166666667,Bite
20250103_grouper_5_268,476592.7833333333,Bite
20250103_grouper_5_269,470620.15,Feeding
20250103_grouper_5_269,470620.15,Bite
20250103_grouper_5_269,471787.98333333334,Bite
20250103_grouper_5_269,474257.11666666664,Bite
20250103_grouper_5_269,474891.0833333334,Bite
20250103_grouper_5_269,476459.31666666665,Bite
20250103_negative-control_0_270,337804.13333333336,Bite
20250103_negative-control_0_270,337804.13333333336,Moving
20250103_negative-control_1_271,173489.98333333334,Moving
20250103_negative-control_1_272,181364.51666666666,Moving
20250103_negative-control_2_273,440173.06666666665,Feeding
20250103_negative-control_2_273,440173.06666666665,Bite
20250103_negative-control_2_273,441841.4,Bite
20250103_negative-control_2_273,443376.2666666667,Bite
20250103_negative-control_2_273,444944.5,Bite
20250103_negative-control_2_273,450183.06666666665,Bite
20250103_negative-control_2_273,441157.38333333336,Bite
20250103_negative-control_2_273,454203.75,Bite
20250103_negative-control_3_274,219302.4166666667,Vigilance
20250103_negative-control_3_275,233516.61666666667,Vigilance
20250103_negative-control_3_276,241274.36666666667,Feeding
20250103_negative-control_3_276,241274.36666666667,Bite
20250103_negative-control_3_276,244010.43333333335,Bite
20250103_negative-control_3_276,247180.2666666667,Bite
20250103_negative-control_3_276,251017.43333333335,Bite
20250103_negative-control_4_277,409225.48333333334,Moving
20250103_positive-control_0_278,328094.43333333335,Vigilance
20250103_positive-control_0_278,373189.48333333334,Feeding
20250103_positive-control_0_278,374657.6166666667,Bite
20250103_positive-control_0_278,375324.95,Bite
20250103_positive-control_0_278,390073.01666666666,Bite
20250103_positive-control_0_278,395845.45,Bite
20250103_positive-control_0_278,408558.15,Bite
20250103_positive-control_0_279,325975.65,Vigilance
20250103_positive-control_0_280,350333.3166666667,Moving
20250103_positive-control_4_281,435034.60000000003,Moving
20250114_barracuda_0_282,6039.366666666667,Vigilance
20250114_barracuda_0_283,71805.06666666668,Predator avoidance
20250114_barracuda_0_283,71805.06666666668,Moving
20250114_barracuda_0_283,73590.18333333335,Predator avoidance
20250114_barracuda_3_284,180163.31666666668,Feeding
20250114_barracuda_3_284,180163.31666666668,Bite
20250114_barracuda_3_284,180163.31666666668,Bite
20250114_barracuda_3_284,181598.08333333334,Bite
20250114_barracuda_3_284,182765.91666666666,Bite
20250114_barracuda_3_284,185568.71666666667,Bite
20250114_barracuda_3_284,186369.51666666666,Bite
20250114_grouper_0_285,250416.83333333337,Vigilance
20250114_grouper_0_286,249532.6166666667,Feeding
20250114_grouper_0_286,253303.05000000002,Bite
20250114_grouper_0_287,252535.61666666667,Feeding
20250114_grouper_0_287,254404.15000000002,Bite
20250114_grouper_0_287,255038.11666666667,Bite
20250114_grouper_0_287,256673.08333333334,Bite
20250114_grouper_0_287,259943.01666666666,Bite
20250114_grouper_0_287,261711.45,Bite
20250114_grouper_0_287,254954.7,Bite
20250114_grouper_0_287,257056.80000000002,Bite
20250114_grouper_0_287,260493.56666666665,Bite
20250114_grouper_0_287,261661.40000000002,Bite
20250114_grouper_0_287,263363.10000000003,Bite
20250114_grouper_0_287,265231.6333333333,Bite
20250114_grouper_0_287,268901.9666666667,Bite
20250114_grouper_0_287,269669.4,Bite
20250114_grouper_0_287,270336.7333333334,Bite
20250114_grouper_0_287,274774.5,Bite
20250114_grouper_0_288,321621.30000000005,Moving
20250114_grouper_0_288,340656.98333333334,Feeding
20250114_grouper_0_288,342125.11666666664,Bite
20250114_grouper_0_288,344560.8833333333,Bite
20250114_grouper_1_289,422488.73333333334,Vigilance
20250114_grouper_1_290,431681.25000000006,Moving
20250114_grouper_1_290,444093.65,Vigilance
20250114_grouper_1_290,474857.71666666673,Conspecific aggression
20250114_grouper_1_290,480463.3166666667,Conspecific aggression
20250114_grouper_1_291,443376.2666666667,Moving
20250114_grouper_2_292,98948.85,Vigilance
20250114_grouper_2_293,107524.08333333334,Vigilance
20250114_grouper_2_293,198047.85,Conspecific aggression
20250114_grouper_2_294,122105.31666666667,Moving
20250114_grouper_2_295,156573.08333333334,Moving
20250114_grouper_2_296,163847.01666666666,Moving
20250114_grouper_2_296,168985.48333333334,Escape from aggression
20250114_grouper_2_296,182232.05000000002,Escape from aggression
20250114_grouper_2_297,179162.31666666668,Feeding
20250114_grouper_2_297,192141.95,Bite
20250114_grouper_2_297,193009.48333333334,Bite
20250114_grouper_3_298,338921.9166666667,Moving
20250114_grouper_3_299,341457.7833333333,Vigilance
20250114_grouper_3_299,353603.25,Moving
20250114_grouper_3_300,363146.1166666667,Moving
20250114_grouper_3_301,364580.88333333336,Moving
20250114_grouper_3_302,385368.31666666665,Moving
20250114_grouper_3_303,396279.2166666667,Moving
20250114_grouper_3_304,398448.05000000005,Vigilance
20250114_grouper_3_304,408291.2166666667,Moving
20250114_grouper_5_305,34567.86666666667,Vigilance
20250114_grouper_5_306,35719.01666666667,Moving
20250114_grouper_5_307,43326.61666666667,Moving
20250114_grouper_5_307,46279.566666666666,Escape from aggression
20250114_grouper_5_308,54771.38333333333,Moving
20250114_grouper_5_309,58625.23333333334,Moving
20250114_grouper_5_310,94811.38333333335,Moving
20250114_grouper_5_310,97330.56666666667,Vigilance
20250114_negative-control_4_311,134818.01666666666,Moving
20250114_negative-control_4_311,145628.81666666665,Feeding
20250114_negative-control_4_311,146446.30000000002,Bite
20250114_negative-control_4_311,146713.23333333334,Bite
20250114_negative-control_4_311,147747.6,Bite
20250114_negative-control_4_311,149432.61666666667,Bite
20250114_negative-control_4_311,150800.65000000002,Bite
20250114_negative-control_4_311,153403.25,Bite
20250114_negative-control_4_311,155255.1,Bite
20250114_negative-control_4_311,156523.03333333333,Bite
